label,lm_0,lm_1,lm_2,lm_3,lm_4,lm_5,lm_6,lm_7,lm_8,lm_9,lm_10,lm_11,lm_12,lm_13,lm_14,lm_15,lm_16,lm_17,lm_18,lm_19,lm_20,lm_21,lm_22,lm_23,lm_24,lm_25,lm_26,lm_27,lm_28,lm_29,lm_30,lm_31,lm_32,lm_33,lm_34,lm_35,lm_36,lm_37,lm_38,lm_39,lm_40,lm_41,lm_42,lm_43,lm_44,lm_45,lm_46,lm_47,lm_48,lm_49,lm_50,lm_51,lm_52,lm_53,lm_54,lm_55,lm_56,lm_57,lm_58,lm_59,lm_60,lm_61,lm_62
0,0.41234228014945984,0.8476175665855408,5.930084512328904e-07,0.4814077913761139,0.8258525133132935,-0.024835890159010887,0.5414983034133911,0.7735662460327148,-0.03720642626285553,0.5875887870788574,0.7385888695716858,-0.049253541976213455,0.6269840002059937,0.724604070186615,-0.06138579919934273,0.492867648601532,0.6244437098503113,-0.016027873381972313,0.5273396372795105,0.5480489134788513,-0.03400442376732826,0.5512107014656067,0.5019784569740295,-0.051135189831256866,0.5732523202896118,0.4608423709869385,-0.06416632235050201,0.4515826106071472,0.6033167243003845,-0.0201704241335392,0.4678124785423279,0.5046281814575195,-0.03439570218324661,0.4841674566268921,0.4432278275489807,-0.049160394817590714,0.5003980994224548,0.39042481780052185,-0.06084870919585228,0.41080281138420105,0.6061024069786072,-0.028403444215655327,0.4194151759147644,0.5093040466308594,-0.045235615223646164,0.4343600869178772,0.4488215446472168,-0.06017795950174332,0.45115673542022705,0.3941790759563446,-0.07085546106100082,0.3704445958137512,0.6293842196464539,-0.039288606494665146,0.3538737893104553,0.5567049980163574,-0.05636076256632805,0.34903526306152344,0.506080687046051,-0.06526779383420944,0.35021138191223145,0.4562978148460388,-0.07132644951343536
0,0.4073422849178314,0.8453246355056763,6.156083145469893e-07,0.47579729557037354,0.8241665363311768,-0.026942789554595947,0.5358501076698303,0.7741353511810303,-0.04056964069604874,0.5828163623809814,0.7397086024284363,-0.05338934436440468,0.6232662200927734,0.7242104411125183,-0.06612800806760788,0.4865689277648926,0.6248215436935425,-0.018049750477075577,0.5224207639694214,0.5498135089874268,-0.03645993769168854,0.5465131998062134,0.5030485391616821,-0.054069940000772476,0.568076491355896,0.4603115916252136,-0.0674118772149086,0.445138543844223,0.6021063923835754,-0.021227452903985977,0.462693452835083,0.5025228261947632,-0.035549286752939224,0.4784163534641266,0.4399532079696655,-0.05040883272886276,0.4933040142059326,0.3857075273990631,-0.0622016116976738,0.40420109033584595,0.6033872961997986,-0.028600618243217468,0.41388511657714844,0.506030261516571,-0.04552405700087547,0.42840784788131714,0.44497543573379517,-0.06050679087638855,0.44430309534072876,0.39008966088294983,-0.07115121930837631,0.36356979608535767,0.6255773305892944,-0.03878631815314293,0.3470820188522339,0.5523735880851746,-0.055903926491737366,0.34200072288513184,0.5016046166419983,-0.06464984267950058,0.3426765501499176,0.4519694745540619,-0.07050056755542755
0,0.4060262441635132,0.8483796119689941,5.889425551686145e-07,0.4723750948905945,0.8198445439338684,-0.024107756093144417,0.5285546183586121,0.7599243521690369,-0.03586333617568016,0.5737065076828003,0.7207835912704468,-0.04761998727917671,0.6144933700561523,0.7043849229812622,-0.05941583588719368,0.4754292964935303,0.6186347007751465,-0.013816645368933678,0.5080376863479614,0.5407161712646484,-0.03279561921954155,0.5325101613998413,0.49325209856033325,-0.051342613995075226,0.5555092692375183,0.45018744468688965,-0.06531982123851776,0.4339218735694885,0.5989574193954468,-0.01880699209868908,0.4449859857559204,0.49718374013900757,-0.03383099287748337,0.46065613627433777,0.4332593083381653,-0.04926934093236923,0.4768221378326416,0.3789215385913849,-0.06120038405060768,0.39471927285194397,0.6039795279502869,-0.02810630202293396,0.39894071221351624,0.5052261352539062,-0.04549663886427879,0.41358402371406555,0.4427488148212433,-0.06026681512594223,0.43037375807762146,0.38679981231689453,-0.07052082568407059,0.35689616203308105,0.6303398609161377,-0.0401923693716526,0.33992624282836914,0.5565351247787476,-0.057483043521642685,0.3348802328109741,0.5043504238128662,-0.06600167602300644,0.33557701110839844,0.45331841707229614,-0.07165110856294632
0,0.4078788459300995,0.8460269570350647,5.023680955673626e-07,0.47150471806526184,0.8106063604354858,-0.01580565795302391,0.5194244384765625,0.7477942705154419,-0.024243909865617752,0.5565322637557983,0.7094278931617737,-0.034211717545986176,0.5903440117835999,0.6863700151443481,-0.045037198811769485,0.46574002504348755,0.6090640425682068,-0.007493901066482067,0.4918312132358551,0.5288887023925781,-0.024940533563494682,0.5124070644378662,0.47993406653404236,-0.042090803384780884,0.5322023034095764,0.4352644383907318,-0.05505629628896713,0.4273211359977722,0.594182550907135,-0.016516804695129395,0.43480920791625977,0.4925321340560913,-0.030156729742884636,0.44941744208335876,0.428564190864563,-0.04519408568739891,0.464464008808136,0.3741019070148468,-0.057229962199926376,0.39099597930908203,0.6034115552902222,-0.02922525443136692,0.3919292390346527,0.5057927966117859,-0.04517244175076485,0.40707114338874817,0.4425275921821594,-0.05995030328631401,0.42391374707221985,0.3862457275390625,-0.07077281177043915,0.35571932792663574,0.6322301626205444,-0.04394438862800598,0.33684253692626953,0.5576932430267334,-0.06000453606247902,0.3337642550468445,0.5052866339683533,-0.06816309690475464,0.33707407116889954,0.4548236131668091,-0.07409854978322983
0,0.41295406222343445,0.848694384098053,3.802941250796721e-07,0.4709743857383728,0.8095986843109131,-0.007150786463171244,0.5080995559692383,0.7344064116477966,-0.009787292219698429,0.5351794362068176,0.690162718296051,-0.015730326995253563,0.5579965710639954,0.6675695776939392,-0.023029029369354248,0.45597121119499207,0.6007347702980042,0.0025706265587359667,0.47507619857788086,0.5209357738494873,-0.012954764068126678,0.4925309419631958,0.47425907850265503,-0.02936261147260666,0.5102812051773071,0.43193215131759644,-0.042125336825847626,0.4225197434425354,0.5925446152687073,-0.010369098745286465,0.42580002546310425,0.4936208724975586,-0.023210585117340088,0.44012320041656494,0.4289250373840332,-0.038756389170885086,0.45539459586143494,0.37297478318214417,-0.05133652314543724,0.3918100893497467,0.6068151593208313,-0.026588870212435722,0.38813239336013794,0.511203944683075,-0.04118172079324722,0.40296676754951477,0.44680511951446533,-0.05600545555353165,0.42019230127334595,0.3891802430152893,-0.06749981641769409,0.3629363477230072,0.6390655636787415,-0.0443013496696949,0.34338274598121643,0.5684186220169067,-0.05950741842389107,0.3427576422691345,0.5147099494934082,-0.0683053508400917,0.34929582476615906,0.4622325897216797,-0.07540774345397949
0,0.41141557693481445,0.8411666750907898,3.1007618872536113e-07,0.46521398425102234,0.7936834096908569,-0.0008952225325629115,0.4881913959980011,0.7124069333076477,-0.0005345480749383569,0.5049503445625305,0.6657958030700684,-0.004047282040119171,0.5231266021728516,0.6355074644088745,-0.008803840726613998,0.4333418011665344,0.5887224078178406,0.0058679659850895405,0.4480448067188263,0.5058903694152832,-0.01015129592269659,0.4669133126735687,0.4583258628845215,-0.025180255994200706,0.4869273602962494,0.417964369058609,-0.03685886040329933,0.4083690941333771,0.5879819393157959,-0.009171128273010254,0.40875244140625,0.48801976442337036,-0.02372363582253456,0.4257299602031708,0.42470061779022217,-0.03746801242232323,0.4442949593067169,0.3686804473400116,-0.048585113137960434,0.38710853457450867,0.6079001426696777,-0.02724342606961727,0.3801800608634949,0.511416494846344,-0.044366031885147095,0.396398663520813,0.44691258668899536,-0.057640258222818375,0.41490691900253296,0.38917577266693115,-0.06776643544435501,0.3685154318809509,0.644085705280304,-0.04620581865310669,0.35031718015670776,0.5752047300338745,-0.06563420593738556,0.35816240310668945,0.5218258500099182,-0.07640165835618973,0.3736885190010071,0.47176092863082886,-0.08447792381048203
0,0.39954882860183716,0.8389403223991394,2.845524420536094e-07,0.45294779539108276,0.7851676344871521,0.00432385690510273,0.4711282551288605,0.7010206580162048,0.00499843480065465,0.48556119203567505,0.6505643129348755,0.0005039613461121917,0.5062984824180603,0.6180601119995117,-0.005397704429924488,0.4227612614631653,0.5842435359954834,0.007663503289222717,0.4343048930168152,0.4980889856815338,-0.00958134513348341,0.45428645610809326,0.449407696723938,-0.024353787302970886,0.4761144816875458,0.41010114550590515,-0.036018725484609604,0.4019821584224701,0.5863667726516724,-0.01102357730269432,0.39965319633483887,0.4810669422149658,-0.027667289599776268,0.4179021716117859,0.41645723581314087,-0.04251258447766304,0.4381136894226074,0.3632495403289795,-0.05426787585020065,0.38476747274398804,0.6093350052833557,-0.03234117478132248,0.37592533230781555,0.5064699053764343,-0.0524015948176384,0.39298564195632935,0.44409656524658203,-0.06728459894657135,0.4125690758228302,0.3903985619544983,-0.07844464480876923,0.3710300028324127,0.6479946374893188,-0.05383523181080818,0.3579610586166382,0.5805772542953491,-0.07688893377780914,0.36814799904823303,0.526986837387085,-0.09066290408372879,0.3846006393432617,0.4765655994415283,-0.10083245486021042
0,0.41625168919563293,0.8532100915908813,4.517134186698968e-07,0.4751622974872589,0.8085159063339233,-0.011480248533189297,0.5141246318817139,0.7306858897209167,-0.01731296069920063,0.5436756014823914,0.6836256980895996,-0.02572632022202015,0.5657429695129395,0.659379243850708,-0.035381246358156204,0.45448076725006104,0.6031891107559204,-0.002888017799705267,0.4731501340866089,0.5218387246131897,-0.02181975170969963,0.4907253384590149,0.4723459780216217,-0.04095929116010666,0.5086438655853271,0.4272201359272003,-0.055146459490060806,0.4180296063423157,0.5945851802825928,-0.014669481664896011,0.41968104243278503,0.49302607774734497,-0.02942293882369995,0.43332386016845703,0.4261161684989929,-0.04640865698456764,0.4478636384010315,0.3683314919471741,-0.05982057377696037,0.3848055899143219,0.6093937754631042,-0.030007878318428993,0.37966442108154297,0.5125114321708679,-0.04612362012267113,0.3952145278453827,0.44649451971054077,-0.061690136790275574,0.4129861891269684,0.387803852558136,-0.07341954112052917,0.3538934290409088,0.6430029273033142,-0.04720166698098183,0.3308495879173279,0.5728116631507874,-0.062444500625133514,0.330111563205719,0.5194689631462097,-0.07060179114341736,0.33762645721435547,0.46795207262039185,-0.07717812061309814
0,0.4053538739681244,0.8577814698219299,6.155506753202644e-07,0.47579100728034973,0.8253198266029358,-0.025264516472816467,0.533123254776001,0.7602443099021912,-0.03729774057865143,0.5796900391578674,0.7153326869010925,-0.04912171885371208,0.6230978965759277,0.6932435631752014,-0.060906123369932175,0.472499817609787,0.61659836769104,-0.013228820636868477,0.5004011392593384,0.5330966711044312,-0.030180536210536957,0.5200046300888062,0.4808461666107178,-0.04706581309437752,0.5382964611053467,0.43430763483047485,-0.06015704572200775,0.42592689394950867,0.5992316007614136,-0.0173945352435112,0.4327731132507324,0.4951963722705841,-0.0307364072650671,0.443778395652771,0.4297691285610199,-0.04527401179075241,0.45637014508247375,0.3737240731716156,-0.05667106434702873,0.38246190547943115,0.6062968373298645,-0.025941606611013412,0.38269510865211487,0.5059200525283813,-0.04249349981546402,0.3933626413345337,0.4429011940956116,-0.0571405291557312,0.40774691104888916,0.38623595237731934,-0.06748698651790619,0.34184616804122925,0.634676456451416,-0.0373016856610775,0.31715407967567444,0.5620630383491516,-0.05401488021016121,0.3078881502151489,0.5113065838813782,-0.06238725408911705,0.30637574195861816,0.46116405725479126,-0.06798885762691498
0,0.3914577066898346,0.8592917919158936,6.654470894318365e-07,0.46411797404289246,0.8260060548782349,-0.034617457538843155,0.5289800763130188,0.7657928466796875,-0.053363457322120667,0.5846955180168152,0.7255774736404419,-0.07055588066577911,0.6357497572898865,0.7113887071609497,-0.08781880140304565,0.4691258370876312,0.6211258769035339,-0.026938848197460175,0.5007308125495911,0.5361936092376709,-0.049263086169958115,0.5204467177391052,0.48217540979385376,-0.06970954686403275,0.5389181971549988,0.43285006284713745,-0.08508230000734329,0.42057493329048157,0.6014606356620789,-0.028259610757231712,0.4283822774887085,0.4942692518234253,-0.046059828251600266,0.43752163648605347,0.428019642829895,-0.0630580261349678,0.44865837693214417,0.37081241607666016,-0.07612746208906174,0.37485817074775696,0.6075340509414673,-0.03423534333705902,0.37612754106521606,0.507307231426239,-0.053438425064086914,0.3856128752231598,0.4443173110485077,-0.068633534014225,0.3987809419631958,0.38622450828552246,-0.07927566021680832,0.33187568187713623,0.6357764005661011,-0.04387737438082695,0.3103971481323242,0.5633030533790588,-0.06202097237110138,0.30087342858314514,0.51341712474823,-0.07028105854988098,0.29777830839157104,0.46338480710983276,-0.07561202347278595
